id	displayName	birthName	birthDate	birthLocation	heightCm	primaryProfessions	primaryImageUrl	biography
nm0394053	Wayne Hope				177	actor|director|writer	https://m.media-amazon.com/images/M/MV5BNWYzNGFlNTMtNzdiYS00N2UxLWExZTEtYWY3YWI5OWUxOTEwXkEyXkFqcGc@._V1_.jpg	Wayne Hope is an actor, writer, director and producer at Gristmill, the acclaimed production company he founded with his wife, Robyn Butler. As an actor, Wayne has appeared in iconic comedies, The Castle (1997), The Micallef Program (1998), and Very Small Business (2008), which Wayne also co-wrote and produced. Wayne also co-created, produced and directed the celebrated and award winning comedies, The Librarians (2007) Upper Middle Bogan (2013) and Little Lunch (2015) for ABC TV and The InBESTigators (2019) for Netflix/ABC and the feature film, Now Add Honey (2015). He was nominated for Best Performance in a Television Comedy for Back in Very Small Business (2018) and recently co-created the anthology series Summer Love (2022).
nm0705649	Milos 'Misa' Radivojevic		1939-11-03	Cacak, Serbia, Yugoslavia		cinematographer|director|writer		Milos 'Misa' Radivojevic was born on 3 November 1939 in Cacak, Serbia, Yugoslavia. He is a director and writer, known for This Crazy World of Ours (1970), How I Was Stolen by the Germans (2011) and Living Like the Rest of Us (1982).
nm1455058	Ross Lipman					cinematographer|director|editor		Ross Lipman is known for The Case of the Vanishing Gods (2021), The Interview (2004) and Keep Warm, Burn Britain.
nm0790049	Tim Shawcross					director|miscellaneous|producer		Tim Shawcross is known for The London Programme (1975), Secret Lives (1995) and The Cook Report (1987).
nm4893813	Dawson Doupé				188	director|producer|writer	https://m.media-amazon.com/images/M/MV5BNjBlNDg4OGYtM2JlYy00MDEwLTk1OTUtNTUzMmNhNmRlN2M5XkEyXkFqcGc@._V1_.jpg	Dawson Doupé is known for Solitude (2014), Bleed and A Man, Buried (2011).
nm0239298	Jay Dubin					director|miscellaneous|writer		Jay Dubin is known for The Joe Piscopo Special (1984), Beakman's World (1992) and Cinemax Sessions (1986).
nm0003611	Uwe Greiner		1969-09-02	Stuttgart, Baden-Württemberg, Germany		camera_department|director|transportation_department	https://m.media-amazon.com/images/M/MV5BNzA3YjA5MjMtYjk2Zi00ZGIwLWE1ODItZGRjMDM5YmYwOWUzXkEyXkFqcGc@._V1_.jpg	Uwe Greiner was born on 2 September 1969 in Stuttgart, Baden-Württemberg, Germany. He is a director, known for September 5 (2024), Constellation (2024) and The Colony (2021).
nm1141083	Ryan Combs			Compton, California, USA		actor|director|writer	https://m.media-amazon.com/images/M/MV5BNGMxZWZkNTMtMmM5Zi00NjJlLTk1N2EtYzllZmIxMmY4ZDUyXkEyXkFqcGc@._V1_.jpg	"Ryan Combs has been a film maker since the age of 23, when he wrote, directed, and produced his first independent film, ""Straight Outta Compton"". The power and the passion for creating visual experiences to move audiences emotionally and mentally. He wrote ""Dirty Kopz"" while his investment created a stream of income. With ""Dirty Kopz"", his meteoric rise began. He quickly received contracts to direct three independent film through Lionsgate as he honed his skill He wrote and directed three independent films, ""Gangster Party"", ""Rhythm And Honey"", and ""I Accidentally Doomed Your Son"" (Lionsgate). He wrote and directed three independent films, ""Gangster Party"", ""Rhythm And Honey"", and ""I Accidentally Doomed Your Son"" (Lionsgate). He then directed ""The Hit"", starring Blair Underwood (Roots and Madea's Family Reunion), and the multi-million-dollar film, ""Animal 2"", with Ving Rhames (Pulp Fiction, Mission Impossible). Combs wrote ""Phantom Punch"" (Sonny Liston biopic) for director Robert Townsend. On fire, Ryan Combs signed a two-picture deal with Ving Rhames, making ""King of the Avenue"" and ""Wrath of Caine"". An avid fan of blaxploitation films of the 70's, he teamed with Pam Greer to produce ""The Consequence of Renzo Wes"" (AKA ""Mafia""). As an athlete, Combs was drawn to martial arts action films, creating films like ""Double Tap"". His technical skill is balanced by a deep understanding of the human psyche. His evolution as a writer has led him to create thrillers like ""Cassie Mae"" (to be released in 2022) and to tell the true story of intense characters like Suge Knight, ""Stranded on Death Row"" (in development). A prolific writer, Ryan Combs has films in production and in several stages of creation. He is driven by his need to excel, tempered by his desire to create exceptional projects. A storyteller, understanding the need for emotional response in audiences to engage them in a visceral experience that surpasses simply watching a show to emotionally participating in the encounter. Memorable films are the result of his skill, imagination, and the power to control audiences' response. Ryan Combs creates stories that linger in the mind long after the final credits.  Ryan Combs was born in Compton, California. Witnessing drugs, gangs, and violence, he knew he was not destined to be a part of the misery. Losing loved ones to the hopeless vacuum of despair, he got his education, attended film school, and invested in camera equipment. At 23, he owned his own entertainment company, wrote, directed, and produced his first independent film, ""Straight Outta Compton"". While working at Home Depot, the entrepreneur, rented cameras and production equipment to other young film makers. Recognized by influencers in the industry, he booked a steady flow of small projects to shoot and direct. Quickly noticed by the powerhouses funding projects. The average ROI for Ryan Combs films is 4-5 times initial investment, making him a favorite of investors.  The enormous success in Hollywood continued with small productions and an alliance with a network. Today ""Stranded on Death Row"", the story of Suge Knight and the iconic record label with Dr. Dre, Snoop Dog, and every Hip Hop Legend. This is the only biopic with Suge's authorization. It tells the gritty story of the rise and fall of Death Row Records and an era of Hip Hop music. The true story can only be told by Ryan Combs because insiders whispered the honest story to him, holding back no detail. The production was interrupted by Covid, but the story was never stronger. ""Cassie Mae"", a thriller, is in development. Ryan Combs is breathing life into his stellar production. ""Stranded on Death Row"" as he answers the call for quality in entertainment."
nm0881595	Eldor Urazbaev	Eldor Magomatovich Urazbayev	1940-10-11	Tashkent, Uzbek SSR, USSR [now Uzbekistan]		actor|director|writer		Eldor Urazbaev was born on 11 October 1940 in Tashkent, Uzbek SSR, USSR [now Uzbekistan]. He was a director and actor, known for Dolphin Jump (2009), Smotri v oba! (1981) and Khozyain Imperii (2002). He died on 21 February 2012 in the USA.
nm0297502	Bodo Fürneisen		1950-06-30	East Berlin, German Democratic Republic		assistant_director|director|writer		Bodo Fürneisen was born on 30 June 1950 in East Berlin, German Democratic Republic. He is a director and writer, known for Der Staatsanwalt hat das Wort (1965), Police Call 110 (1971) and Kommissar Rex (1994).
nm0848986	Hideo Tanaka		1933-11-24	Japan		actor|director		Hideo Tanaka was born on 24 November 1933 in Japan. He was a director and actor, known for Kaiketsu Zubat (1977), Ojosama keiji gyaru za koppu (1990) and Spider-Man (1978). He died on 9 July 2011 in Sayama, Saitama, Japan.
nm2837894	Robbie Daymond	Robert Daymond Niles	1982-03-11	Chesterfield, Missouri, USA	183	actor|miscellaneous|sound_department	https://m.media-amazon.com/images/M/MV5BNDQzZTc5YzAtODM4My00ZDdhLWE2ZmEtYjljYjQ4MTM4NDc5XkEyXkFqcGc@._V1_.jpg	Robbie Daymond (Robert Daymond Howard) was born on March 11th, 1982. He graduated with an MFA degree in Acting in 2007. Best known for his work in voice over he also has a long career in theatre, television, film and as a theatre instructor. In 2010 Robbie became a full-time Voice Over Artist.  Robbie resides in Los Angeles with his wife and children and continues to perform, produce & write.
nm7784730	Geerard Van de Walle					actor|director|writer	https://m.media-amazon.com/images/M/MV5BNTk4ZmM2YTYtODMxYS00Mjc4LTgwOGItZjhlNDQ0ZDY0NmMwXkEyXkFqcGc@._V1_.jpg	Geerard Van de Walle is known for Ferry 2 (2024), Wannabe's (2021) and Single Bells (2024).
nm3338450	Ky Dickens				168	director|producer|writer	https://m.media-amazon.com/images/M/MV5BZjhiNWE4YTktMzU5My00OTU1LWJhMTQtY2JmNGJjOTk2NDIxXkEyXkFqcGc@._V1_.jpg	"Ky Dickens is an award-winning filmmaker celebrated for her transformative documentaries that tackle complex social issues, influence public policy, and ignite cultural change. Known as a storyteller at the intersection of film and societal impact, she has received numerous accolades, including the Focus Award for Achievement in Directing and the Change Maker Award for advancing social change through art and film.  Ky's fifth film, Show Her the Money (2023), featuring Elizabeth Banks and Sharon Gless, was named one of the decade's best financial films by US News and World Report. The film has won three Jury Prizes for ""Best Documentary,"" including from the Los Angeles International Film Festival. Ky recently ventured into audio storytelling with her groundbreaking podcast, The Telepathy Tapes (2024), which explores telepathy within the nonspeaking community and raises profound questions about consciousness and human potential. Lauded as ""paradigm-shifting"" and ""groundbreaking,"" the podcast has topped Apple's and Spotify's charts, claiming the number one spot within three months of its release. The Telepathy Tapes is now being developed into a feature film slated for 2025.  Ky's previous work includes #TimeToCare, which premiered at SXSW and was screened for the United States Congress in 2021. The film explores caregiving through the lens of social influencers whose journeys captivated millions on TikTok. Her film Zero Weeks (2017) (Amazon), about America's paid leave crisis, debuted its trailer at the White House Summit on the State of Women, hosted by Oprah and Michelle Obama. Ky's other notable projects include The City That Sold America (2019) (Freestyle Releasing), a deep dive into Chicago's pivotal role in American consumer culture, and Sole Survivor (2013) (CNN Films), a haunting profile of lone survivors of otherwise fatal plane crashes.  Between 2019 and 2021, Ky directed the award-winning short film series Critical Condition (2019), On the Edge (2020), and Left Behind (2020), which highlighted Americans suffering due to the Medicaid Gap. Her first narrative film, In the Jungle, is set to be released in 2024. Collectively, Ky's films have garnered over 20 awards, including audience choice, best film, and best directing honors.  In addition to her feature work, Ky directs commercials for major global brands, including Netflix, Google, TikTok, and Johnson & Johnson.  A lifelong advocate for the special needs community, Ky spearheaded her district's inclusion program when she was in high school. She graduated magna cum laude from Vanderbilt University and lives in Los Angeles, California, with her family, rescue dog, Devon Rex cats, and Kombucha scoby. She's a member of Film Fatales Los Angeles and a member of the Directors Guild of America and repped by UTA for all film, podcast and literary work."
nm1401857	Trent Cooper					director|producer|writer	https://m.media-amazon.com/images/M/MV5BNjlkNTA3Y2MtOWMwYS00NTIzLWFmMGMtZWJmMDAzYjAzZWQ3XkEyXkFqcGc@._V1_.jpg	Trent Cooper is known for NFL 360: Heroes (2023), NFL 360: Still Here (2023) and NFL 360: Who If Not Us (2022).
nm0833191	David Straiton					art_director|director|producer		David Straiton is known for Star Trek: Enterprise (2001), Blood Drive (2017) and The Firm (2012).
nm0004139	Murilo Salles	Murilo Navarro de Salles	1950	Rio de Janeiro, Rio de Janeiro, Brazil		cinematographer|director|writer		Murilo Salles was born in 1950 in Rio de Janeiro, Rio de Janeiro, Brazil. He is a cinematographer and director, known for Como Nascem os Anjos (1996), Happier Than Ever (1984) and Seja o Que Deus Quiser! (2002).
nm1665978	Rajeev Jhaveri					director|editor|writer		Rajeev Jhaveri is an award-winning prolific filmmaker with feature films, commercials, documentaries, short films and television serials to his credit. He has worked in all formats of storytelling. Although direction and writing are his forte, he is also an accomplished editor, author (Novel: I, Romantic) and an academician rendering his services in renowned academies like Whistling Woods.  Starting out as an Assistant director with Milan Luthria and then Associate director in films starring Amitabh Bachchan, Sanjay Dutt, Ajay Devgan, Rani Mukherji, the director-writer quickly moved onto writing and directing independently with production houses such as Balaji Telefilms and RSVP. After directing & writing more than 200 episodes of television series, ‘Shohrat’, produced by Farah Khan Ali, he has also written numerous other popular shows produced by producers like Mahesh Bhatt, Kabir Khan and directed by directors like Anurag Basu.  He has also directed an award-winning short film, ‘Cold Meat’, which participated in various film festivals in Greece and Australia. His first feature was produced by Rohit Roy Productions starring Prashant Narayanan & Shama Sikandar. His last theatrical released feature is ‘Fever’ starring the iconic Bond girl Caterina Murino, Gemma Atkinson, Victor Banerjee, Rajeev Khandelwal and Gauahar Khan. He is working on a movie project starring R. Madhavan
nm0505235	Russell Leven					director|producer|writer		Russell Leven is a multi award winning director known for his distinctive cinematic visual style in high end factual documentaries such as Earth's Natural Wonders, Sacred Rituals, City In The Sky and Limitless with Chris Hemsworth.  His style is particularly noted for its breathtaking filming visuals and the capturing of spectacular earth events, phenomena and the lives of indigenous cultures around the world.  Russell has BAFTA award winning, Grierson and RTS nominated and has won multiple international prizes over the years for writing and directing.
nm2986450	Andrew Disney					director|producer|writer	https://m.media-amazon.com/images/M/MV5BYWRjODdjMjctMTc5Zi00NmMwLThjZTYtOTdkNGI1Mjc2YjMyXkEyXkFqcGc@._V1_.jpg	Andrew Disney is known for Crunch Time (2016), Searching for Sonny (2011) and What's It Worth (2003).
nm0415658	Olivier Jahan					actor|director|writer		Olivier Jahan is known for Faites comme si je n'étais pas là (2000), Du bois pour l'hiver (2004) and Claire Andrieux (2020).
nm3650433	Jun'ichi Ishikawa					director		Jun'ichi Ishikawa is known for Legal High (2012), Honeko Akabane's Bodyguards (2024) and A Strange House (2024).
nm0770257	Christoph Schaub		1958	Zürich, Switzerland		assistant_director|director|writer		Christoph Schaub was born in 1958 in Zürich, Switzerland. He is a director and writer, known for Wendel (1987), Happy New Year (2008) and Dreissig Jahre (1989).
nm0875225	Noriaki Tsuchimoto		1928-12-11	Toki, Gifu, Japan		director|editor|writer		Noriaki Tsuchimoto was born on 11 December 1928 in Toki, Gifu, Japan. He was a director and editor, known for An Engineer's Assistant (1964), Arishihi no Kabul Hakubutsukan - 1988nen (2003) and Mouhitotsu no Afuganisutan: Kabûru nikki 1985 nen (2003). He died on 24 June 2008 in Minami-Boso, Chiba, Japan.
nm0029458	Hélène Angel		1967-05-03			director|writer		Hélène Angel was born on 3 May 1967. She is a writer and director, known for Peau d'homme coeur de bête (1999), La vie parisienne (1995) and Rencontre avec le dragon (2003).
nm3526488	Kôichirô Miki					actor|director|writer		Kôichirô Miki is known for Horâ akushidentaru (2013), Yowamushi Pedal (2020) and I Was a 'Secret Bitch' (2019).
nm1214875	Hiroshi Ando		1965-06-13	Tokyo, Japan		director|writer		Hiroshi Ando was born on 13 June 1965 in Tokyo, Japan. He is a director and writer, known for Cho abnormal sex: hentai mamire (1993), Blue (2002) and Undulant Fever (2014).
nm0421421	Erik Jensen	Erik Steven Jensen	1970-07-20	Becker County, Minnesota, USA	185	actor|director|writer	https://m.media-amazon.com/images/M/MV5BNmE3OTNiZTQtODkyYS00ZGQ1LWJkYzItNGIyMGJiZTMxNTY5XkEyXkFqcGc@._V1_.jpg	"Erik Jensen is an actor, writer, and director.  As an actor, Erik appears regularly on the ABC television series For Life (2020) as ADA Dez O'Reilly opposite Nicholas Pinnock. Jensen played conspiracy theorist Frank Cody in several seasons of Sam Esmail's Mr. Robot (2015) and appeared as Dr. Stephen Edwards in Season Five of The Walking Dead (2010). He acted opposite Catherine Keener in the Amazon series Modern Love (2019) and in David Fincher's Mindhunter (2017) (Netflix). Memorable guest appearances include roles on 30 Rock (2006), The Americans (2013), The Blacklist (2013), all three Law and Order franchises, and CSI. Erik's gained 26 pounds for his critically praised performance in The Bronx Is Burning (2007) (2007), as legendary New York Yankee, Thurman Munson, opposite John Turturro and Daniel Sunjata.  Notable stage roles include his ""Breathtaking"" (Billboard) performance as gonzo rock journalist Lester Bangs in the solo-play ""How To Be A Rock Critic"" at Steppenwolf Theatre in Chicago and at The Public Theater in New York. Jensen co-wrote ""How To Be A Rock Critic"" and was directed by his wife and frequent collaborator Jessica Blank. Other stage appearances include Tracey Scott Wilson's ""The Good Negro"" at The Public Theater directed by Liesl Tommy, and the Pulitzer Prize winning production of Ayad Akhtar's ""Disgraced"" at Lincoln Center. Early theater appearances include plays by Terrence McNally (Manhattan Theater Club) and Arthur Kopit (MTC).  In addition to his work as a performer, Erik is a playwright and screenwriter. He was named by The New Yorker as ""among the foremost practitioners of documentary theater in the U.S."" With his wife Jessica Blank, he is author of the multi-award-winning, critically-acclaimed play, ""The Exonerated"", which ran Off-Broadway in New York City for nearly two years and starred Richard Dreyfuss, Susan Sarandon, Aidan Quinn, and Delroy Lindo. ""The Exonerated"" is considered by many to be a genre-defining play in the realm of ""documentary theater."" Based on interviews conducted with over 40 wrongly convicted death row inmates across the United States, ""The Exonerated"" won Lucille Lortel, Outer Critics Circle, Drama Desk, Ovation, Fringe First and Herald Angel Awards, and was nominated for the Hull-Warriner Award and the John Gassner Playwriting Award; it has also received awards from Amnesty International, the American Bar Association, the National Association of Criminal Defense Lawyers, Death Penalty Focus, and Court TV, and was named Best Play of the Year by the New York Times. The screen adaptation of The Exonerated (2005) was directed by Bob Balaban. Jensen and Blank's book on the making of the ""The Exonerated"" titled ""Living Justice"" was published in 2005 by Simon and Schuster and received a Kirkus starred review.  On the heels of ""The Exonerated"" Jensen and Blank created the documentary play ""Aftermath,"" a NY Times Critic's Pick, based on their interviews with Iraqi civilian refugees in Jordan, which ran Off-Broadway to sold out houses at New York Theater Workshop and toured Europe extensively. Their third play, ""How To Be A Rock Critic"" (based on the writing of Lester Bangs), received rave reviews from Rolling Stone, Billboard, Variety, The New Yorker, and from Bangs' contemporaries Greil Marcus and Jim Derogatis. It played sold out runs at the Kirk Douglas, South Coast Rep, ArtsEmerson, Steppenwolf, and The Public Theater with Jensen as Lester Bangs and wife Jessica Blank directing. As television writers, Jensen and Blank have collaborated with EPs including Tom Fontana (Oz (1997), City on a Hill (2019)), Ed Burns (The Wire (2002), Generation Kill (2008)), and David Simon. Jensen and Blank wrote and adapted the pilot ""The Negotiator"" for Gaumont TV and have developed for television with Fox TV Studios, 20th Century TV, Avenue Pictures, Sunswept Entertainment, Virgin Produced, and Radical Media.  Their documentary play, ""Coal Country"" (a New York Times Critics' Pick), about the 2010 Upper Big Branch Mine disaster, had a critically lauded World Premiere at The Public Theater, directed by Jessica Blank, with original music written and performed by three-time Grammy winning musician Steve Earle. The play is a recipient of the Edgerton Foundation New Play Award, and was nominated for the Drama Desk award for Outstanding Director (Jessica Blank) and Outstanding Music in a Play (Steve Earle). When the run was cut short by COVID-19, Jensen/Blank pivoted and wrote ""The Line,"" a new play created and crafted from first-hand interviews with NYC medical first responders during the COVID-19 pandemic. Starring Santino Fontana, Arjun Gupta, John Ortiz, Alison Pill, Nicholas Pinnock, Jamey Sheridan, and Lorraine Toussaint, ""The Line"" streamed live on The Public Theater's YouTube Channel and was extended twice. Also a New York Times Critics' Pick, ""The Line"" garnered rave reviews from coast to coast: the New York Times calling it ""harrowing,"" with the Los Angeles Times proclaiming ""these words sting with truth, but it's the human spectrum before us that turns sociological observation into gasping emotion.""  Erik's sci-fi graphic novel ""The Reconcilers"" (co-created with R. EmeryBright, and Pil Pilegaard) was published in 2010 to a rave from AintItCoollNews. An avid Dungeons and Dragons player, Jensen co-hosts the podcast ""BardQuest Empire"" with fellow actor and writer Fajer Al Kaisi.  Jensen and Blank adapted and co-directed the feature film Almost Home (2018) based on Blank's novel of the same title. It was released by Vertical Entertainment in 2019. Their second feature, How to be a Rock Critic (based on their play), is in development with Likely Story. They live in Brooklyn with their daughter, Sadie."
nm0109455	Burt Brinckerhoff		1936-10-25	Pittsburgh, Pennsylvania, USA		actor|director|producer	https://m.media-amazon.com/images/M/MV5BZTgyMjVlNDctYmE5NS00NWE4LWE1YTEtMmZiZmUwMmZiZGZkXkEyXkFqcGc@._V1_.jpg	"Burton Field Brinckerhoff was born in Pittsburgh, Pennsylvania, the son of Presbyterian minister Dr. James Howard Brinckerhoff (1883-1957) and his wife Marion (née Field, 1903-1997). Burt's interest in acting developed while performing in school plays after the family had moved to New York. Following his graduation, he studied drama under Wendell K. Phillips and Milton Katselas and then acted in summer stock. He was eventually spotted by a New York agent and this led him to being cast in an episode of the The Philco Television Playhouse (1948). Tall and youthful-looking, Brinckerhoff continued to play teens in TV anthology dramas all through the fifties, but he considered himself more of a serious stage actor. His career was briefly interrupted in 1959 by military service in the U.S. Army National Guard.  Brinckerhoff's 1958 Broadway debut as Arthur Bartley in Blue Denim, caused the New York Times critic Brooks Atkinson to compare him to Anthony Perkins. In fact, during his early years in show biz the young actor was often mistaken for Perkins in appearance. Lauren Bacall later described her Tony Award-nominated co-star of Cactus Flower (1965-67) as ""a good actor"".  By 1962, Brinckerhoff had also begun to work as a stage director at the Wyndham Playhouse. Two years later, he co-founded the Triangle Theatre in Manhattan, where he continued to both direct and produce. All through the sixties, he resumed taking on acting assignments on TV. Having a predilection for westerns and crime dramas, he made guest appearances in, among others, Naked City (1958), Tales of Wells Fargo (1957), Laramie (1959), The Virginian (1962), The Fugitive (1963), The Man from U.N.C.L.E. (1964), Gunsmoke (1955) and Rawhide (1959). Starting in the early seventies, Brinckerhoff became a prolific director of serial television, winning three Primetime Emmy Awards for episodes of Lou Grant (1977).  A member of the Directors Guild of America, the Actors' Equity Association, the American Federation of Television and Radio Artists and Screen Actors Guild, Brinckerhoff plied his craft until his retirement in 2002."
nm0225704	Paul Dickson		1920-01-18	Cardiff, Wales, UK		director|miscellaneous|writer		Paul Dickson was born on 18 January 1920 in Cardiff, Wales, UK. He was a director and writer, known for The Undefeated (1951), The Avengers (1961) and Department S (1969). He died on 6 October 2011 in the UK.
nm2807761	Dan Schneidkraut					director|editor|producer		"Dan is an award-winning writer/director/editor and sometimes camera operator from Colorado who works and resides in Minneapolis, Minnesota (October 2018). A recipient of two McKnight Fellowships (2010/2016) and The Creative Capital Award for Moving Image (2015), Dan has been recognized primarily for his experimental narrative work (Seeking Wellness, Invincible Force). But he has also delved into the documentary form with a personal exploration of fatherhood, familial violence, and the death of record stores entitled Old Man. Dan's second feature documentary, Vore King, is a detailed portrait of R.P. Whalen, world famous horror host, trash movie guru, carnival sideshow barker and America's premier purveyor of vorarephilia fetish pornography. His work has been called ""uncomfortable to watch"" (Urban Cinephile, 2009), ""sublime yet terrifying"" (Filmstock, 2008), ""stunningly depraved"" (Melbourne Underground, 2009) and ""the kind of thinky/sadistic exercise that even the dark prince of psychological horror Michael Haneke might find difficult to watch"" (City Pages, 2008).  Dan is often credited as only ""Dan S"", a tribute to film legend Bruno S."
nm0624167	Philip Carr Neel			San Mateo, California, USA		editor|editorial_department|producer		Philip Carr Neel was born in San Mateo, California, USA. Philip Carr is an editor and producer, known for Murdaugh: Death in the Family (2025), Homeland (2011) and Presumed Innocent (2024). Philip Carr has been married to Cynthia Adorian Shaha since 9 June 1979. They have three children.
nm0693561	Alan Poul					actor|director|producer	https://m.media-amazon.com/images/M/MV5BYzE1NWQ5NTktN2U3OC00N2Q0LWE1ODctNWZjZDllNzAwMzhjXkEyXkFqcGc@._V1_.jpg	"Alan Poul is an American film and television producer and director with a long and distinguished record. Among the shows on which he has served as both Executive Producer and Director are ""Six Feet Under,"" ""The Newsroom,"" ""Tales of the City,"" ""Swingtown,"" and ""The Eddy."" Over the course of his career he has received an Emmy Award, a Golden Globe Award, two Producers Guild Awards, three Peabody Awards, and six GLAAD Awards. Other television producing credits include ""My So-Called Life"" (Producer), ""MotherFatherSon"" (Executive Producer), ""The Pacific Century"" (Producer, Emmy Award), and ""Westworld"" (Consulting Producer, Season 1). Additional television directing credits include ""Rome,"" ""Big Love,"" ""Grace and Frankie,"" ""The Big C,"" and the pilots for ""GCB"" and ""Perception."" In 2003 he was nominated for both the DGA Award and the Directing Emmy for the ""Nobody Sleeps"" episode of ""Six Feet Under.""  Prominent in his television work has been his long association with author Armistead Maupin, resulting in his producing all four miniseries based on Maupin's ""Tales of the City"" books, including the most recent iteration which aired on Netflix in 2019.  On the feature side, Poul's producing credits include Paul Schrader's ""Mishima,"" Ridley Scott's ""Black Rain,"" Bernard Rose's ""Candyman,"" Scott Winant's ""Til There Was You,"" Jean-Marc Vallée's ""Los Locos,"" Skip Woods' ""Thursday,"" and Fina Torres' ""Woman on Top."" He made his feature directing debut in 2010 with ""The Back-up Plan,"" starring Jennifer Lopez and Alex O'Loughlin.  Poul graduated from Yale University with a degree in Japanese Language and Literature, which led to his involvement in ""Mishima"" and ""Black Rain."" He is currently (2020) revisiting his Japanese roots as Executive Producer and director of HBO Max's upcoming ""Tokyo Vice."" He serves on the Boards of Directors of Film Independent and Playwrights Horizons, and on the International Outreach Committee of the Academy of Motion Picture Arts and Sciences (AMPAS). Previous board service includes The Producers Guild of America, Outfest, and GLAAD."
nm0350845	Moacyr Góes		1961-10-23	Natal, Rio Grande do Norte, Brazil		actor|director|writer		Moacyr Góes was born on 23 October 1961 in Natal, Rio Grande do Norte, Brazil. He is a director and actor, known for Dom (2003), A Dança de Feliciano (2013) and Xuxa in Abracadabra (2003).
nm3118719	Matthew Dyas					director|producer|writer		Matthew Dyas is known for Oceans (2008), EARTH a New Wild (2015) and The Human Body: Secrets of Your Life Revealed (2017).
nm0426652	Greg Johnston					director|miscellaneous|producer		Greg Johnston is known for The Osbournes (2002), 1/2 Hour Comedy Hour (1989) and 1992 MTV Movie Awards (1992).
nm0767985	Kensaku Sawada					director|producer		Kensaku Sawada is known for Saiyûki (2006), Love 2000 (2000) and Natsu no koi wa nijiiro ni kagayaku (2010).
nm2513694	Yorgos Avgeropoulos					director|producer|writer		Yorgos Avgeropoulos is known for Agora: From Democracy to the Market (2014), Gaza erhomaste (2010) and Parontes (2021).
nm1367563	mink	Christopher Wingfield Morrison		London, England, UK	188	director|producer|writer	https://m.media-amazon.com/images/M/MV5BYzA5MjNiZWEtNTRlOS00MWMyLWFkYmItYWJhNjJjMWU4MzI4XkEyXkFqcGc@._V1_.jpg	"Christopher (mink) Wingfield Morrison is a British American film director, writer, producer and comic book novelist. In 2002 Quentin Tarantino's A Band Apart Films added him to their roster as a director. Christopher ""mink"" Morrison was born in London and grew up in Los Angeles, CA. His father Gregory Morrison was a movie studio executive. His mother was an actress in the UK. Christopher attended photography college at Brooks Institute in Santa Barbara, CA. His 16mm graduate film about legendary guitar maker Danny Ferrington placed regionally in the Student Academy Awards. Morrison's first job in the industry post-graduation was as a production assistant for Edward S. Feldman at the Walt Disney Studios, where eventually he earned entry-level camera department positions on movie sets. After a few feature films he moved to the fledgling camera division of Sony Pictures Imageworks. In the summer of 1997 he self-financed wrote, produced and directed the feature film Bus with best friend from college. The film was shot entirely on borrowed equipment on a Santa Monica City Bus in the streets of Los Angeles. The film won awards at Houston Film Festival and got Christopher some local attention with film producers and agents. In 1998 at the encouragement of one his producers he started work in the commercial/music video business working with acts like Madonna, Michael Jackson, Busta Rhymes, TLC, No Doubt, Jay-Z, Jennifer Lopez, Puffy, Nas, Beyoncé, A Tribe called Quest, Will Smith as well as commercials for Coca-Cola, Gap, Nike, Reebok and many more. This visual work led to him to directing many music videos for artists like Sheryl Crowe, Snoop Dogg, Master P, Raphael Saadiq, Daniel Bedingfield, South Central Cartel, Slum Village and Veruca Salt. In 2000 he was added to the director roster at Bille Woodruff's production company Geneva Films. In 2002, Quentin Tarantino's A Band Apart films picked him to join their director roster after seeing his work. Morrison then moved from videos to feature films directing the Lionsgate action comedy Full Clip in 2003 which was released in 2006. In 2005 he directed the Sony Pictures adventure thriller Into the Sun in Tokyo and Bangkok. In 2007-2008 he was attached and developed the remake of Mortal Kombat III with Larry Kasanoff producing through Threshold Entertainment and New Line Cinema. Do to finances the movie never happened. In 2009 Morrison wrote and developed a feature version of Tecmo's Ninja Gaiden with Constantine/Impact pictures. Morrison also has written a number of creator-owned graphic novels for Image Comics, IDW Comics and Dark Horse Comics, including Dust , Dust Wars, 13 Chambers & Shinjuku with artist Yoshitaka Amano all of which have been optioned and or developed into film and television. In 2009, he started his own company Twistory Entertainment with a family friend, the company was based on his vision of creative stories. Twistory Entertainment from 2009-2014 developed and released multiple mobile video games, a fusion art magazine and a story that was developed into a video game driven game show. In early 2015 he left Twistory Entertainment as the company under new leadership renamed it and completely changed the core creative to create and distribute STEM based Educational toys and web cartoons for young children. Since 2015 Christopher has been writing and directing new material for Film, Television & print."
